student_id,question_id,selected_option,correct_option,is_correct,mistake_type,correctness_reason,confidence_signal,key_concept
748000,Q12,A,B,False,Guess,"Student selected an incorrect option. Without solution context, assume a guess.",Low,UNKNOWN
748000,Q13,A,A,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q14,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q15,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q16,A,A,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q17,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q18,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q19,A,A,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q20,C,C,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q21,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q22,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q23,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q24,A,D,False,Conceptual,Student applied an incorrect formula or understanding of average velocity. Selected the wrong formula for average speed calculation.,Low,UNKNOWN
748000,Q25,B,C,False,Conceptual,Student selected an incorrect ratio. Demonstrates a misunderstanding of motion with constant acceleration and the relationship between distance and time.,Low,UNKNOWN
748000,Q26,C,C,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q27,C,A,False,Conceptual,Student incorrectly identified isotopes.  Shows a lack of understanding of the definition of isotopes.,Low,UNKNOWN
748000,Q28,C,A,False,Conceptual,Student selected an incorrect option. Shows a lack of understanding of strong reducing agent concept.,Low,UNKNOWN
748000,Q29,B,D,False,Conceptual,Student's choice suggests misunderstanding the difference between valency and oxidation number.,Low,UNKNOWN
748000,Q30,A,A,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q31,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q32,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q33,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q34,A,A,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q35,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q36,B,D,False,Conceptual,Student confused endosmosis with exosmosis. misunderstanding the movement of water across a semipermeable membrane.,Low,UNKNOWN
748000,Q37,B,C,False,Conceptual,Student incorrectly chose ER.  demonstrates a misunderstanding of the function of the Golgi apparatus.,Low,UNKNOWN
748000,Q38,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q39,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q40,D,B,False,Conceptual,Student doesn't understand the nature of cardiac muscles,Low,UNKNOWN
748000,Q41,C,D,False,Conceptual,Student incorrectly identified the tissue.  Demonstrates a misunderstanding of the characteristics of plant tissues.,Low,UNKNOWN
748000,Q42,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q43,C,C,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q44,D,D,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
748000,Q45,B,B,True,None,Student selected the correct option matching the answer key.,Medium,UNKNOWN
265300,Q1,C,A,False,Guess,"The student selected option C, while the correct option is A. Without the solution explanation, it's hard to pinpoint the exact error, indicating a guess.",Low,UNKNOWN
265300,Q2,A,A,True,None,The student correctly identified the number of occurrences as four.,High,UNKNOWN
265300,Q3,B,D,False,Guess,"The student selected option B, while the correct answer is D. Since no solution is provided, it seems they guessed the next number in the sequence.",Low,UNKNOWN
265300,Q4,C,C,True,None,The student correctly identified the number of female members in the family.,High,UNKNOWN
265300,Q5,A,A,True,None,The student correctly identified the next number in the sequence.,High,UNKNOWN
265300,Q6,B,B,True,None,The student correctly calculated the value based on given equations.,High,UNKNOWN
265300,Q7,B,B,True,None,The student correctly expressed the decimal in p/q form.,High,UNKNOWN
265300,Q8,D,D,True,None,The student correctly evaluated the expression.,High,UNKNOWN
265300,Q9,C,C,True,None,The student correctly identified the missing value.,High,UNKNOWN
265300,Q10,A,A,True,None,The student correctly calculated the value of the expression.,High,UNKNOWN
265300,Q11,A,B,False,Guess,"The student selected option A, but option B is correct. Without any calculation, it could be a guess.",Low,UNKNOWN
265300,Q12,C,B,False,Guess,"The student selected option C, but option B is the correct answer. Without explanation, this seems a guess.",Low,UNKNOWN
265300,Q13,B,A,False,Guess,"The student selected option B, but the correct answer is A. With no explanation, it seems a guess.",Low,UNKNOWN
265300,Q14,B,B,True,None,Student correctly simplified the given expression.,High,UNKNOWN
265300,Q15,D,D,True,None,Student correctly identified the greatest negative number.,High,UNKNOWN
265300,Q16,B,A,False,Conceptual,"The student selected option B, but option A is correct. Student seems to confuse ascending and descending order of prefixes.",Low,UNKNOWN
265300,Q17,D,D,True,None,The student correctly identified Tesla as not a fundamental SI unit.,High,UNKNOWN
265300,Q18,C,B,False,Conceptual,"Student chose option C, but B is correct. Power = Work/Time = (Force * Distance) / Time. Force = Mass * Accel = Mass * Distance/Time^2. So, Power = (M * L/T^2 * L) / T = M * L^2/T^3. If M'=3M, L'=3L, T'=3T, then Power'= 3M * (3L)^2 / (3T)^3 = (3*9/27)ML^2/T^3 = ML^2/T^3",Low,UNKNOWN
265300,Q19,A,A,True,None,The student correctly calculated the volume of each piece of the material.,High,UNKNOWN
265300,Q20,C,C,True,None,The student correctly calculated the height of the tower.,High,UNKNOWN
265300,Q21,B,B,True,None,Student correctly calculated momentum.,High,UNKNOWN
265300,Q22,B,B,True,None,Student correctly identified that object B is moving with the maximum speed.,High,UNKNOWN
265300,Q23,B,B,True,None,The student correctly calculated the average speed of the car from the graph.,High,UNKNOWN
265300,Q24,A,D,False,Conceptual,"The student selected option A, while the correct answer is D. The formula for average velocity in this scenario is (2*v1*v2)/(v1+v2), so it appears there is a conceptual error.",Low,UNKNOWN
265300,Q25,A,C,False,Conceptual,"The student selected option A. However, the correct ratio is 1:3:5. The mistake is in the understanding of motion under constant acceleration.",Low,UNKNOWN
265300,Q26,C,C,True,None,Student correctly identified the formula for the compound.,High,UNKNOWN
265300,Q27,A,A,True,None,Student correctly identified isotopes.,High,UNKNOWN
265300,Q28,B,A,False,Conceptual,"The student selected Mg (b), but correct answer is K (a). Misunderstanding of electrochemical series.",Low,UNKNOWN
265300,Q29,A,D,False,Conceptual,"The student selected A, but the correct answer is D. Student is confused in the basic differences between valency and oxidation number.",Low,UNKNOWN
265300,Q30,A,A,True,None,The student correctly derived that relative atomic mass of C is 3.,High,UNKNOWN
265300,Q31,B,B,True,None,"Student correctly derived that X-2 has electronic configuration of 2,8,8.",High,UNKNOWN
265300,Q32,D,D,True,None,"Student identified that all the options can have electronic configuration of 2,8,8.",High,UNKNOWN
265300,Q33,B,B,True,None,The student correctly identified the number of electrons in the outermost orbit of the element.,High,UNKNOWN
265300,Q34,A,A,True,None,The student correctly identified the number of protons and neutrons in the nucleus.,High,UNKNOWN
265300,Q35,D,D,True,None,Student correctly calculated mass number.,High,UNKNOWN
265300,Q36,A,D,False,Conceptual,The student answered A but should have answered D. Plasmolysis occurs when a cell loses water in a hypertonic environment (exosmosis).,Low,UNKNOWN
265300,Q37,C,C,True,None,The student knows cell secretion occurs in the golgi apparatus.,High,UNKNOWN
265300,Q38,D,D,True,None,The student correctly matched the items from column 1 and column 2.,High,UNKNOWN
265300,Q39,B,B,True,None,The student correctly identified the epithelium in PCT of nephron.,High,UNKNOWN
265300,Q40,B,B,True,None,The student correctly identified characteristics of cardiac muscles.,High,UNKNOWN
265300,Q41,D,D,True,None,The student correctly identified the tissue.,High,UNKNOWN
265300,Q42,B,B,True,None,The student correctly identified the tissue responsible for bending of plant parts.,High,UNKNOWN
265300,Q43,C,C,True,None,Student correctly identified that sclereids and fibers are type of sclerenchyma.,High,UNKNOWN
265300,Q44,D,D,True,None,Student correctly identified that structural rigidity is not the function of adipose tissue.,High,UNKNOWN
265300,Q45,B,B,True,None,Student correctly identified the location of Haversian canals.,High,UNKNOWN
267200,Q1,D,A,False,Guess,"Student selected option D, but the correct answer is A. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q2,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q3,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q4,C,C,True,None,"Student selected option C, which is the correct answer.",High,UNKNOWN
267200,Q5,C,A,False,Guess,"Student selected option C, but the correct answer is A. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q6,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q7,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q8,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q9,C,C,True,None,"Student selected option C, which is the correct answer.",High,UNKNOWN
267200,Q10,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q11,C,B,False,Guess,"Student selected option C, but the correct answer is B. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q12,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q13,D,A,False,Guess,"Student selected option D, but the correct answer is A. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q14,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q15,C,D,False,Guess,"Student selected option C, but the correct answer is D. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q16,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q17,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q18,A,B,False,Guess,"Student selected option A, but the correct answer is B. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q19,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q20,B,C,False,Guess,"Student selected option B, but the correct answer is C. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q21,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q22,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q23,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q24,A,D,False,Guess,"Student selected option A, but the correct answer is D. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q25,B,C,False,Guess,"Student selected option B, but the correct answer is C. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q26,C,C,True,None,"Student selected option C, which is the correct answer.",High,UNKNOWN
267200,Q27,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q28,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q29,B,D,False,Guess,"Student selected option B, but the correct answer is D. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q30,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q31,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q32,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q33,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q34,A,A,True,None,"Student selected option A, which is the correct answer.",High,UNKNOWN
267200,Q35,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q36,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q37,C,C,True,None,"Student selected option C, which is the correct answer.",High,UNKNOWN
267200,Q38,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q39,C,B,False,Guess,"Student selected option C, but the correct answer is B. No explanation provided so assuming guess.",Low,UNKNOWN
267200,Q40,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q41,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q42,B,B,True,None,"Student selected option B, which is the correct answer.",High,UNKNOWN
267200,Q43,C,C,True,None,"Student selected option C, which is the correct answer.",High,UNKNOWN
267200,Q44,D,D,True,None,"Student selected option D, which is the correct answer.",High,UNKNOWN
267200,Q45,A,B,False,Guess,"Student selected option A, but the correct answer is B. No explanation provided so assuming guess.",Low,UNKNOWN
411503,Q1,C,A,False,Guess,"The student selected option C, but the correct answer is A. Since no solution is provided, we assume it was a guess.",Low,UNKNOWN
411503,Q2,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q3,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q4,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q5,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q6,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q7,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q8,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q9,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q10,B,A,False,Guess,"The student selected option B, but the correct answer is A. Since no solution is provided, we assume it was a guess.",Low,UNKNOWN
411503,Q11,A,B,False,Guess,"The student selected option A, but the correct answer is B. Since no solution is provided, we assume it was a guess.",Low,UNKNOWN
411503,Q12,C,B,False,Guess,"The student selected option C, but the correct answer is B. Since no solution is provided, we assume it was a guess.",Low,UNKNOWN
411503,Q13,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q14,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q15,C,D,False,Guess,"The student selected option C, but the correct answer is D. Since no solution is provided, we assume it was a guess.",Low,UNKNOWN
411503,Q16,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q17,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q18,C,B,False,Conceptual,"The student selected option C, but the correct answer is B. The unit of power is work/time. Since both length and mass are tripled, work increases by a factor of 9. Since time also increases by a factor of 3, power becomes 9/3 = 3 times the numerator, resulting in the power being unaffected.",Low,UNKNOWN
411503,Q19,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q20,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q21,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q22,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q23,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q24,A,D,False,Conceptual,"The student selected option A, but the correct answer is D. The student appears to misunderstand the formula for average velocity when time intervals are equal.",Low,UNKNOWN
411503,Q25,B,C,False,Conceptual,"The student selected option B, but the correct answer is C. Student possibly doesn't understand the relationship between distance and time with constant acceleration.",Low,UNKNOWN
411503,Q26,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q27,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q28,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q29,C,D,False,Conceptual,"The student selected option C, but the correct answer is D. The student likely has a misunderstanding of the difference between valency and oxidation number. ",Low,UNKNOWN
411503,Q30,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q31,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q32,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q33,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q34,A,A,True,None,"The student selected option A, which is the correct answer.",High,UNKNOWN
411503,Q35,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q36,B,D,False,Conceptual,"The student selected option B, but the correct answer is D. The student seems to confuse endosmosis with exosmosis in the context of plasmolysis.",Low,UNKNOWN
411503,Q37,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q38,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q39,D,B,False,Conceptual,"The student selected option D, but the correct answer is B. The student appears to be unfamiliar with the different types of epithelial tissue and their locations in the body.",Low,UNKNOWN
411503,Q40,C,B,False,Conceptual,"The student selected option C, but the correct answer is B. The student seems to misunderstand the properties of cardiac muscles.",Low,UNKNOWN
411503,Q41,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q42,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
411503,Q43,C,C,True,None,"The student selected option C, which is the correct answer.",High,UNKNOWN
411503,Q44,D,D,True,None,"The student selected option D, which is the correct answer.",High,UNKNOWN
411503,Q45,B,B,True,None,"The student selected option B, which is the correct answer.",High,UNKNOWN
285500,Q1,C,A,False,Guess,"Student selected option C, but the correct option is A. No explanation available to determine the student's reasoning.",Low,UNKNOWN
285500,Q2,A,A,True,None,Student correctly identified the number of occurrences based on the given criteria.,High,UNKNOWN
285500,Q3,D,D,True,None,Student selected the correct option. No explanation provided.,High,UNKNOWN
285500,Q4,B,C,False,Guess,"Student selected option B, but the correct option is C. No explanation is available.",Low,UNKNOWN
285500,Q5,A,A,True,None,Student correctly identified the next number in the sequence.,High,UNKNOWN
285500,Q6,B,B,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q7,B,B,True,None,Student chose the correct representation of the recurring decimal as a fraction.,High,UNKNOWN
285500,Q8,D,D,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q9,C,C,True,None,Student correctly identified the missing number. No explanation available.,High,UNKNOWN
285500,Q10,B,A,False,Guess,"Student selected option B, but the correct option is A. No explanation provided.",Low,UNKNOWN
285500,Q11,A,B,False,Guess,"Student selected option A, but the correct option is B. No explanation provided.",Low,UNKNOWN
285500,Q12,A,B,False,Guess,"Student selected option A, but the correct option is B. No explanation provided.",Low,UNKNOWN
285500,Q13,A,A,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q14,B,B,True,None,Student correctly simplified the given expression. No explanation provided.,High,UNKNOWN
285500,Q15,A,D,False,Guess,"Student selected option A, but the correct option is D. No explanation provided.",Low,UNKNOWN
285500,Q16,B,A,False,Guess,"Student selected option B, but the correct option is A. No explanation available.",Low,UNKNOWN
285500,Q17,D,D,True,None,Student correctly identified Tesla (T) as not a fundamental SI unit.,High,UNKNOWN
285500,Q18,D,B,False,Guess,"Student selected option D, but correct option is B. No explanation available to determine student's reasoning.",Low,UNKNOWN
285500,Q19,A,A,True,None,Student correctly determined the volume of each piece of the new material.,High,UNKNOWN
285500,Q20,C,C,True,None,Student correctly calculated the height of the tower.,High,UNKNOWN
285500,Q21,B,B,True,None,Student correctly calculated the momentum transferred to the floor.,High,UNKNOWN
285500,Q22,B,B,True,None,Student correctly identified the object with the maximum speed from the graph.,High,UNKNOWN
285500,Q23,B,B,True,None,Student correctly calculated the average speed of the car from the velocity-time graph.,High,UNKNOWN
285500,Q24,A,D,False,Guess,"Student chose option A, but the correct option is D. No explanation provided.",Low,UNKNOWN
285500,Q25,B,C,False,Guess,"Student selected option B, but correct option is C. No explanation provided.",Low,UNKNOWN
285500,Q26,C,C,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q27,B,A,False,Guess,"Student selected option B, but the correct option is A. No explanation provided.",Low,UNKNOWN
285500,Q28,A,A,True,None,Student correctly identified K as a strong reducing agent.,High,UNKNOWN
285500,Q29,C,D,False,Guess,"Student selected option C, but the correct option is D. No explanation is provided.",Low,UNKNOWN
285500,Q30,A,A,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q31,B,B,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q32,D,D,True,None,Student selected correct option. No explanation available.,High,UNKNOWN
285500,Q33,A,B,False,Guess,"Student selected option A, but the correct answer is B. No explanation available.",Low,UNKNOWN
285500,Q34,A,A,True,None,Student correctly identified the number of protons and neutrons in the nucleus.,High,UNKNOWN
285500,Q35,D,D,True,None,Student correctly calculated the mass number.,High,UNKNOWN
285500,Q36,C,D,False,Guess,"Student selected option C, but the correct option is D. No explanation is available.",Low,UNKNOWN
285500,Q37,B,C,False,Guess,"Student selected option B, but the correct option is C. No explanation is provided.",Low,UNKNOWN
285500,Q38,D,D,True,None,Student correctly matched Column I and Column II.,High,UNKNOWN
285500,Q39,B,B,True,None,Student correctly identified the epithelium found in PCT.,High,UNKNOWN
285500,Q40,B,B,True,None,Student correctly identified cardiac muscles as striated and involuntary.,High,UNKNOWN
285500,Q41,D,D,True,None,Student correctly identified the tissue based on the cell characteristics.,High,UNKNOWN
285500,Q42,B,B,True,None,Student correctly identified collenchyma as the tissue responsible for bending.,High,UNKNOWN
285500,Q43,C,C,True,None,Student correctly identified Sclerid and fibres are type of Sclerenchyma.,High,UNKNOWN
285500,Q44,D,D,True,None,Student correctly identified structural rigidity as not a function of adipose tissue.,High,UNKNOWN
285500,Q45,B,B,True,None,Student correctly identified that Haversian canals are found in bone.,High,UNKNOWN
286600,Q1,C,A,False,Guess,"Student selected option C while the correct option is A. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q2,B,A,False,Guess,"Student selected option B while the correct option is A. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q4,B,C,False,Guess,"Student selected option B while the correct option is C. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q5,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
286600,Q6,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
286600,Q7,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
286600,Q8,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
286600,Q9,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
286600,Q10,D,A,False,Guess,"Student selected option D while the correct option is A. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q11,C,B,False,Guess,"Student selected option C while the correct option is B. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q12,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
286600,Q13,B,A,False,Guess,"Student selected option B while the correct option is A. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q14,A,B,False,Guess,"Student selected option A while the correct option is B. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q15,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
286600,Q16,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
286600,Q17,C,D,False,Guess,"Student selected option C while the correct option is D. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
286600,Q18,A,B,False,Guess,"Student selected option A while the correct option is B. Without an explanation, it is difficult to infer the reasoning, making 'Guess' most appropriate.",Low,UNKNOWN
