student_id,question_id,selected_option,correct_option,is_correct,mistake_type,correctness_reason,confidence_signal,key_concept
701,Q22,A,A,True,None,Student selected the correct option 'A'.,High,UNKNOWN
701,Q23,C,C,True,None,Student selected the correct option 'C'.,High,UNKNOWN
701,Q24,A,A,True,None,Student selected the correct option 'A'.,High,UNKNOWN
701,Q25,B,B,True,None,Student selected the correct option 'B'.,High,UNKNOWN
701,Q26,A,B,False,Guess,Student selected incorrect option 'A'. No explanation to infer the reason.,Low,UNKNOWN
701,Q27,A,D,False,Guess,Student selected incorrect option 'A'. No explanation to infer the reason.,Low,UNKNOWN
701,Q28,D,C,False,Guess,Student selected incorrect option 'D'. No explanation to infer the reason.,Low,UNKNOWN
701,Q29,B,B,True,None,Student selected the correct option 'B'.,High,UNKNOWN
701,Q30,B,B,True,None,Student selected the correct option 'B'.,High,UNKNOWN
701,Q31,A,B,False,Guess,Student selected incorrect option 'A'. No explanation to infer the reason.,Low,UNKNOWN
701,Q32,B,A,False,Guess,Student selected incorrect option 'B'. No explanation to infer the reason.,Low,UNKNOWN
701,Q33,C,C,True,None,Student selected the correct option 'C'.,High,UNKNOWN
701,Q34,D,D,True,None,Student selected the correct option 'D'.,High,UNKNOWN
701,Q35,A,A,True,None,Student selected the correct option 'A'.,High,UNKNOWN
701,Q36,C,C,True,None,Student selected the correct option 'C'.,High,UNKNOWN
701,Q37,C,B,False,Guess,Student selected incorrect option 'C'. No explanation to infer the reason.,Low,UNKNOWN
701,Q38,B,B,True,None,Student selected the correct option 'B'.,High,UNKNOWN
701,Q39,A,A,True,None,Student selected the correct option 'A'.,High,UNKNOWN
701,Q40,A,D,False,Guess,Student selected incorrect option 'A'. No explanation to infer the reason.,Low,UNKNOWN
701,Q41,D,B,False,Guess,Student selected incorrect option 'D'. No explanation to infer the reason.,Low,UNKNOWN
701,Q42,D,D,True,None,Student selected the correct option 'D'.,High,UNKNOWN
701,Q43,D,D,True,None,Student selected the correct option 'D'.,High,UNKNOWN
701,Q44,C,B,False,Guess,Student selected incorrect option 'C'. No explanation to infer the reason.,Low,UNKNOWN
701,Q45,A,A,True,None,Student selected the correct option 'A'.,High,UNKNOWN
261700,Q1,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q2,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q3,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q4,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q5,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q6,A,B,False,Guess,Student selected the incorrect option A. No explanation available.,Low,UNKNOWN
261700,Q7,C,A,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q8,C,B,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q9,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q10,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q11,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q12,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q13,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q14,C,D,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q15,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q16,D,C,False,Guess,Student selected the incorrect option D. No explanation available.,Low,UNKNOWN
261700,Q17,C,A,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q18,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q19,A,C,False,Guess,Student selected the incorrect option A. No explanation available.,Low,UNKNOWN
261700,Q20,C,A,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q21,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q22,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q23,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q24,B,A,False,Guess,Student selected the incorrect option B. No explanation available.,Low,UNKNOWN
261700,Q25,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q26,D,B,False,Guess,Student selected the incorrect option D. No explanation available.,Low,UNKNOWN
261700,Q27,B,D,False,Guess,Student selected the incorrect option B. No explanation available.,Low,UNKNOWN
261700,Q28,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q29,C,B,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q30,C,B,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q31,C,B,False,Guess,Student selected the incorrect option C. No explanation available.,Low,UNKNOWN
261700,Q32,B,A,False,Guess,Student selected the incorrect option B. No explanation available.,Low,UNKNOWN
261700,Q33,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q34,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q35,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q36,C,C,True,None,Student selected the correct option C.,High,UNKNOWN
261700,Q37,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q38,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q39,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
261700,Q40,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q41,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q42,D,D,True,None,Student selected the correct option D.,High,UNKNOWN
261700,Q43,A,D,False,Guess,Student selected the incorrect option A. No explanation available.,Low,UNKNOWN
261700,Q44,B,B,True,None,Student selected the correct option B.,High,UNKNOWN
261700,Q45,A,A,True,None,Student selected the correct option A.,High,UNKNOWN
