student_id,question_id,selected_option,correct_option,is_correct,status,attempted,key_concept,difficulty_tag
285800,Q24,C,C,True,Correct,True,,Medium
285800,Q25,B,B,True,Correct,True,,Easy
285800,Q26,A,A,True,Correct,True,,Easy
285800,Q27,A,A,True,Correct,True,,Medium
285800,Q28,D,D,True,Correct,True,,Easy
285800,Q29,D,A,False,Incorrect,True,,Medium
285800,Q30,C,A,False,Incorrect,True,,Hard
285800,Q31,C,C,True,Correct,True,,Easy
285800,Q32,D,D,True,Correct,True,,Easy
285800,Q33,C,C,True,Correct,True,,Easy
285800,Q34,B,D,False,Incorrect,True,,Hard
285800,Q35,C,B,False,Incorrect,True,,Easy
285800,Q36,D,D,True,Correct,True,,Easy
285800,Q37,A,A,True,Correct,True,,Easy
285800,Q38,C,C,True,Correct,True,,Easy
285800,Q39,B,A,False,Incorrect,True,,Hard
285800,Q40,C,C,True,Correct,True,,Easy
285800,Q41,A,B,False,Incorrect,True,,Medium
285800,Q42,A,D,False,Incorrect,True,,Hard
285800,Q43,A,A,True,Correct,True,,Easy
285800,Q44,B,D,False,Incorrect,True,,Medium
285800,Q45,C,C,True,Correct,True,,Easy
285900,Q1,C,C,True,Correct,True,,Easy
285900,Q2,B,B,True,Correct,True,,Easy
285900,Q3,C,A,False,Incorrect,True,,Easy
285900,Q4,D,C,False,Incorrect,True,,Hard
285900,Q5,C,C,True,Correct,True,,Easy
285900,Q6,A,C,False,Incorrect,True,,Hard
285900,Q7,C,D,False,Incorrect,True,,Easy
285900,Q8,B,C,False,Incorrect,True,,Easy
285900,Q9,B,B,True,Correct,True,,Hard
285900,Q10,A,A,True,Correct,True,,Easy
285900,Q11,D,B,False,Incorrect,True,,Hard
285900,Q12,C,D,False,Incorrect,True,,Medium
285900,Q13,B,C,False,Incorrect,True,,Medium
285900,Q14,D,A,False,Incorrect,True,,Easy
285900,Q15,B,B,True,Correct,True,,Easy
285900,Q16,C,A,False,Incorrect,True,,Medium
285900,Q17,C,D,False,Incorrect,True,,Hard
285900,Q18,D,B,False,Incorrect,True,,Hard
285900,Q19,B,B,True,Correct,True,,Medium
285900,Q20,B,B,True,Correct,True,,Medium
285900,Q21,C,C,True,Correct,True,,Easy
285900,Q22,D,D,True,Correct,True,,Easy
285900,Q23,B,B,True,Correct,True,,Easy
285900,Q24,C,C,True,Correct,True,,Medium
285900,Q25,B,B,True,Correct,True,,Easy
285900,Q26,A,A,True,Correct,True,,Easy
285900,Q27,B,A,False,Incorrect,True,,Medium
285900,Q28,,D,False,Unattempted,False,,Easy
285900,Q29,D,A,False,Incorrect,True,,Medium
285900,Q30,D,A,False,Incorrect,True,,Hard
285900,Q31,C,C,True,Correct,True,,Easy
285900,Q32,C,D,False,Incorrect,True,,Easy
285900,Q33,C,C,True,Correct,True,,Easy
285900,Q34,B,D,False,Incorrect,True,,Hard
285900,Q35,B,B,True,Correct,True,,Easy
285900,Q36,D,D,True,Correct,True,,Easy
285900,Q37,C,A,False,Incorrect,True,,Easy
285900,Q38,C,C,True,Correct,True,,Easy
285900,Q39,B,A,False,Incorrect,True,,Hard
285900,Q40,C,C,True,Correct,True,,Easy
285900,Q41,A,B,False,Incorrect,True,,Medium
285900,Q42,D,D,True,Correct,True,,Hard
285900,Q43,A,A,True,Correct,True,,Easy
285900,Q44,B,D,False,Incorrect,True,,Medium
285900,Q45,C,C,True,Correct,True,,Easy
